order_id;client_id;order_date;KUPON
013626274;0233822684;17.07.2019;
014528929;0254030600;03.07.2019;
014619417;0569689776;11.08.2019;
014663433;0446807199;25.07.2019;
014823314;0526096313;24.06.2019;
015058145;0337586236;03.03.2019;
015111833;0951356041;19.03.2019;
015701953;0940817239;18.03.2019;
015733893;0912909463;03.03.2019;
015770408;0266861917;31.05.2019;
015996294;0318969689;28.06.2019;
016003509;0863072254;03.07.2019;
016223395;0744493059;09.04.2019;
016253554;0965754361;18.06.2019;
016343625;0898424113;27.06.2019;
016403369;0528235626;03.05.2019;
017060830;0038976820;06.06.2019;43%
017082645;0545583186;13.04.2019;
017129828;0922995508;06.05.2019;
017185790;0163061418;25.07.2019;
017196689;0974730245;17.03.2019;
017880427;0088440274;28.04.2019;
018079453;0873939930;05.06.2019;
018223057;0442780952;10.07.2019;
018491506;0011360981;30.04.2019;
018662036;0028965424;05.08.2019;
018739042;0980647479;07.08.2019;
018843536;0314401348;09.05.2019;
018922845;0471287967;26.08.2019;
019062194;0796007933;23.06.2019;
019081937;0653782027;16.06.2019;11%
019121262;0231905832;16.06.2019;
019265537;0743126830;08.03.2019;
019549330;0355938509;11.08.2019;
020131780;0131903173;21.05.2019;
020192054;0746480876;13.06.2019;
020270434;0595972503;23.08.2019;
020323062;0024761543;16.06.2019;
020588962;0422422398;18.05.2019;
020607216;0450769172;10.04.2019;
020704526;0379622529;20.04.2019;
021139688;0422466363;10.03.2019;
021337430;0018261120;28.03.2019;
021366130;0937082026;24.08.2019;
021595778;0017446071;12.03.2019;
021901411;0429836130;05.07.2019;
022215586;0638957484;22.03.2019;
022344044;0582143005;26.04.2019;
022377472;0220345011;08.08.2019;
022511692;0906035383;18.04.2019;37%
022796125;0086364116;21.08.2019;
023523052;0903152127;24.07.2019;13%
023716896;0943653546;08.08.2019;
023786262;0633370291;26.08.2019;38%
023883110;0268391871;10.06.2019;
024159206;0636356808;13.08.2019;
024976074;0072002508;23.05.2019;22%
025549564;0214128780;07.07.2019;20%
025609137;0433852027;13.06.2019;
025806839;0620072687;27.07.2019;
025905725;0821326664;12.06.2019;
025945331;0272956766;03.05.2019;
025960936;0187393953;07.07.2019;
026004553;0060651716;12.07.2019;
026114081;0598120119;16.03.2019;
026166697;0352609357;13.03.2019;
026191239;0055642956;08.08.2019;
026224680;0999643459;08.06.2019;
026377890;0981945644;07.08.2019;
026396805;0640367726;27.04.2019;
026425910;0651814329;30.05.2019;
026633023;0826087161;22.05.2019;27%
026831396;0105444091;21.06.2019;7%
026878615;0205421629;13.07.2019;
027079353;0807481688;10.07.2019;29%
028079090;0832378906;23.07.2019;33%
028080264;0195012649;04.05.2019;
028344401;0587588711;20.03.2019;
028497302;0597670588;20.03.2019;
028681398;0858628556;23.05.2019;
028773423;0019544264;05.06.2019;
028777966;0098093517;15.05.2019;
028999797;0206108105;01.07.2019;
029191239;0943226032;10.04.2019;
029224084;0269627230;04.05.2019;
029227114;0156353832;29.08.2019;
029257567;0814684477;07.03.2019;
029270477;0991920860;29.06.2019;
029302821;0806821948;22.06.2019;
029338409;0936689664;09.07.2019;
029829029;0948394310;06.04.2019;
030136761;0887471111;29.05.2019;
030189424;0995524249;16.05.2019;
030216462;0804182422;25.04.2019;
030261559;0339954036;03.07.2019;
030317314;0810647196;22.04.2019;
030506213;0205296044;28.05.2019;24%
030755945;0665696586;25.03.2019;
030968088;0611013721;07.06.2019;
030981253;0834145340;31.07.2019;7%
031205601;0895570922;02.08.2019;
031526045;0299298842;19.07.2019;
031818754;0439068372;14.06.2019;
032064671;0605978717;05.08.2019;
032222428;0571077382;07.08.2019;
033544688;0203733769;14.07.2019;
033647940;0784201822;23.06.2019;
033663794;0159890163;10.06.2019;
033801783;0743823554;01.06.2019;
033842884;0081219766;06.04.2019;
034151713;0422342870;05.04.2019;12%
034419632;0904502704;13.08.2019;42%
034552943;0246127039;24.07.2019;
035123347;0862865136;27.08.2019;
035288642;0631767168;29.06.2019;
035337237;0891088772;24.08.2019;
036206964;0144195185;06.08.2019;
036207838;0864568361;24.06.2019;
036870827;0360676327;10.05.2019;
036952699;0480946190;09.06.2019;
037382893;0340439191;14.04.2019;
037462217;0365659524;03.06.2019;
038234896;0286680295;05.05.2019;
038625724;0384441013;08.07.2019;
038765671;0797504555;02.08.2019;24%
038786558;0450491878;10.05.2019;
039072487;0690568863;10.05.2019;50%
039263042;0285670037;15.06.2019;45%
039710880;0179196114;14.08.2019;
039788129;0940035978;12.05.2019;
039824239;0502333042;23.08.2019;
040545623;0991385406;29.05.2019;
040774665;0440549779;21.07.2019;25%
040791498;0092226559;20.08.2019;12%
040973217;0787300683;10.05.2019;
041084601;0045296710;08.05.2019;
041086309;0075138922;28.05.2019;36%
041179217;0006582136;26.07.2019;
041436624;0407262179;06.04.2019;
041546311;0152009100;29.05.2019;
041665783;0748952073;02.04.2019;29%
041699176;0872394096;30.08.2019;
041769235;0756292492;02.05.2019;32%
042118966;0784934396;23.04.2019;
042564121;0192715315;18.04.2019;
042570268;0056544939;09.06.2019;
043349831;0674709164;17.03.2019;
043359381;0166039239;31.03.2019;
043606671;0723157656;26.07.2019;
044146165;0221801157;23.03.2019;
044351170;0874395098;14.06.2019;
044744806;0245085965;05.06.2019;
044748994;0958234244;06.06.2019;
044786891;0802415421;27.05.2019;
044876282;0307340055;13.06.2019;
045263570;0154535267;24.07.2019;
045385869;0198776755;23.03.2019;39%
045446025;0625537853;16.04.2019;
045573314;0992941474;28.06.2019;5%
045687489;0797259222;25.03.2019;
046089584;0615677846;12.08.2019;
046192586;0942700896;11.07.2019;49%
046379548;0536724335;27.07.2019;39%
046703729;0408293392;28.08.2019;
047026455;0678347686;30.07.2019;
047532733;0827553861;25.08.2019;
047594135;0970466778;17.05.2019;
047621447;0360206776;22.08.2019;
047643595;0534353904;10.08.2019;29%
047691715;0234305054;28.08.2019;
048025432;0899622433;02.07.2019;
048290771;0682511265;23.07.2019;
048782648;0552165485;27.08.2019;
048879259;0900275479;15.03.2019;
048931518;0260255185;08.03.2019;
049079981;0054481295;03.07.2019;
049172188;0340724745;12.07.2019;
049265458;0445205725;05.04.2019;
049425709;0685033927;14.06.2019;16%
049564238;0904001775;28.05.2019;
049915099;0515619588;29.05.2019;
050062411;0458500935;08.06.2019;42%
050206834;0594501604;14.04.2019;
050249964;0102651344;17.03.2019;
050348323;0697922256;16.06.2019;
050394537;0675516261;01.08.2019;
050545182;0209891503;22.04.2019;
050924891;0475121178;28.07.2019;
051730743;0324639191;25.07.2019;39%
052033776;0982852783;12.06.2019;42%
052390967;0483638218;16.05.2019;
052476203;0901568628;17.06.2019;
053106310;0528489847;17.05.2019;42%
053127721;0576025312;27.05.2019;
053384937;0324975857;18.03.2019;9%
053429460;0458157065;11.03.2019;
053734555;0953054285;04.07.2019;
053758034;0251326691;07.06.2019;
053890608;0482348823;29.08.2019;
054349158;0437443598;19.08.2019;
054377996;0098117141;29.08.2019;
054495348;0871122883;06.05.2019;
054705673;0234299983;03.05.2019;
054993402;0510662092;22.08.2019;
055118723;0630999409;27.08.2019;
055215554;0658187085;30.03.2019;
056227846;0792729390;14.06.2019;
056303385;0252172417;18.08.2019;
056614710;0374619536;02.07.2019;
056787706;0314070396;05.04.2019;45%
056955287;0488592777;29.06.2019;
057242763;0967506892;17.06.2019;37%
057417305;0532665994;11.05.2019;
057428336;0818850781;07.08.2019;
057471835;0894258364;15.05.2019;
057511035;0546641320;02.05.2019;
057580184;0943355449;05.04.2019;
057766560;0036131149;08.05.2019;
057897410;0113428780;09.07.2019;
058275104;0687994107;27.05.2019;
058551315;0106481247;16.04.2019;
058878670;0024910568;03.05.2019;
058928416;0370097415;08.07.2019;
059323240;0386358876;20.07.2019;
059848447;0275786888;24.08.2019;
060251056;0788513335;02.06.2019;
060625953;0007063642;05.06.2019;
060731848;0949094339;14.04.2019;
061171715;0473593206;22.08.2019;
061219921;0007837371;30.04.2019;
061542689;0177307970;28.06.2019;
061708262;0654662447;21.05.2019;
061930136;0237347682;08.07.2019;15%
062009990;0534186732;14.04.2019;
062128564;0412489054;06.03.2019;
062234866;0798434934;02.08.2019;
062582298;0448551627;08.03.2019;
062665057;0276961125;29.07.2019;
062679973;0107767835;24.04.2019;37%
062861106;0462808286;24.06.2019;
062991533;0290324875;06.07.2019;
063457307;0630952431;20.08.2019;
063514081;0255357623;06.04.2019;
063649510;0079031211;06.05.2019;
063688540;0779998506;18.07.2019;11%
063697672;0694162001;20.07.2019;
063949983;0440964932;16.04.2019;
064194163;0239415929;30.07.2019;
064222465;0285782076;09.04.2019;
064311411;0962476091;17.07.2019;
064552925;0383543304;09.06.2019;
064618455;0312189744;13.08.2019;
065439275;0208108818;03.08.2019;
065532745;0192311488;14.04.2019;
065540351;0351691911;16.03.2019;15%
065727918;0766234586;15.07.2019;
065900791;0771980864;15.08.2019;29%
065950308;0519330063;30.07.2019;
066037174;0440264011;27.05.2019;
066126724;0702580362;20.04.2019;
066140758;0567431901;27.08.2019;
066203224;0062672628;27.06.2019;
066478260;0933435492;01.05.2019;
066512383;0091000780;17.08.2019;
066682428;0695156399;20.08.2019;
066862375;0286850868;15.07.2019;37%
066963460;0988433711;20.04.2019;
067281679;0213125715;10.08.2019;
067665451;0926300933;15.08.2019;21%
068154632;0323675135;12.08.2019;9%
068668559;0156028079;18.05.2019;
068782250;0523438950;06.07.2019;
068812112;0614670127;26.08.2019;48%
068980614;0342864362;07.06.2019;
069026675;0070606099;15.03.2019;
069168688;0001174239;07.03.2019;
069236777;0179434109;28.05.2019;
069605341;0615676311;14.06.2019;
069919939;0812965118;20.05.2019;
070010633;0126672268;18.06.2019;
070044932;0632201371;10.07.2019;22%
070176117;0883103606;03.08.2019;
070433559;0709807175;20.06.2019;
070632679;0019872374;10.05.2019;
070698351;0777963083;09.05.2019;
070805663;0290002121;07.05.2019;16%
070883458;0851074144;30.08.2019;21%
070984101;0070917311;10.05.2019;
071320122;0035966448;20.05.2019;
071537854;0819621937;26.04.2019;
071623230;0524421807;31.05.2019;
071698707;0654924231;13.04.2019;
071743715;0325546150;11.07.2019;
071758811;0594939870;24.06.2019;14%
071963791;0639920807;01.05.2019;
072208429;0066673177;11.08.2019;
072354876;0396618770;09.05.2019;
072818045;0691784620;20.04.2019;
073625439;0989213134;24.05.2019;
073653881;0875733635;07.07.2019;
073736794;0806274944;01.07.2019;50%
073958129;0443823510;05.04.2019;
075043628;0359836931;08.06.2019;
075155146;0011860786;03.04.2019;
075500135;0981314173;18.05.2019;
075662368;0347655634;07.05.2019;
075926526;0528568003;22.08.2019;
076135238;0870496776;18.03.2019;
076315618;0161420905;10.07.2019;
076520514;0587838212;29.08.2019;
076651633;0632227341;16.05.2019;
076895461;0475632549;21.07.2019;
076994673;0152623317;11.08.2019;
077025339;0061296836;06.05.2019;
077355581;0056777747;12.08.2019;
077690066;0135947575;20.08.2019;
077806549;0523233227;07.07.2019;
077959522;0120705133;03.05.2019;
078222425;0970312886;10.03.2019;
078360534;0139060129;06.08.2019;
078391648;0940998008;15.04.2019;
078398374;0724842077;21.03.2019;16%
078568702;0557578273;18.06.2019;
079028189;0842291398;16.05.2019;
079455970;0485410299;29.06.2019;
080061062;0124641155;13.06.2019;
080152501;0488627521;14.05.2019;
080178473;0233318876;01.06.2019;
080293626;0221097835;20.05.2019;
080549921;0575263155;09.08.2019;
080671804;0760325338;26.06.2019;
080711235;0520404125;10.07.2019;
080769184;0978883307;23.03.2019;
080840135;0664763571;09.03.2019;48%
081048632;0395427239;07.05.2019;
081338295;0857794030;04.05.2019;
081502497;0331327798;31.07.2019;
081643764;0962975956;02.08.2019;
082224937;0200311059;22.07.2019;
082434326;0815189144;26.07.2019;
082507980;0820095470;06.06.2019;
082543932;0770500789;01.05.2019;
082810005;0776277135;29.05.2019;
082850332;0635396537;07.06.2019;
083290085;0008845268;12.06.2019;
083658785;0229162551;26.07.2019;
083805969;0443294726;12.08.2019;50%
083969368;0862542310;25.03.2019;21%
083983981;0305705230;16.06.2019;
084017808;0897666876;01.04.2019;
084081246;0482841944;10.04.2019;
084088138;0203476999;19.04.2019;
084091262;0319276476;04.07.2019;
084250364;0612867646;29.04.2019;
084384907;0571524150;05.06.2019;22%
084553968;0484228180;09.07.2019;9%
084706126;0582201693;03.07.2019;
084763910;0932740170;18.07.2019;
084977605;0876274552;05.08.2019;
084983073;0728168312;26.06.2019;
085047215;0536068970;11.07.2019;
085099467;0373201690;16.07.2019;
085589978;0219090675;09.05.2019;
085730475;0504029778;15.04.2019;
086029037;0438716033;09.04.2019;5%
086381141;0573911071;05.03.2019;
086726949;0399509942;03.07.2019;47%
086952271;0769917163;22.04.2019;32%
086999924;0420861827;14.03.2019;
087080711;0349549335;26.03.2019;
087380012;0557844226;22.06.2019;30%
087577616;0723008109;04.05.2019;
087757695;0394372342;15.06.2019;
087812215;0410190869;20.08.2019;
087995342;0030156597;27.08.2019;
088030656;0386365031;27.04.2019;
088091103;0811386775;11.08.2019;
088092997;0957513775;21.07.2019;13%
088185900;0651725418;11.05.2019;
088243251;0781045741;24.03.2019;7%
088448784;0339351884;31.03.2019;50%
089722561;0147995190;11.08.2019;
090049608;0888380127;26.06.2019;
091438289;0535575942;06.07.2019;
091536513;0244154515;02.08.2019;
091771534;0158997380;11.05.2019;
091782031;0354472257;17.03.2019;
091857952;0779743817;18.04.2019;
091944226;0910774647;04.07.2019;
092832165;0370436217;11.06.2019;
092980234;0727993946;04.04.2019;
093085326;0776740894;01.05.2019;44%
093627916;0360308422;15.08.2019;13%
093756637;0871117119;06.04.2019;
094141131;0136827343;23.05.2019;
094531579;0129299625;10.04.2019;
094611938;0319140612;15.05.2019;
094995894;0437601704;03.03.2019;
095095056;0843814406;14.06.2019;
095247847;0649556254;14.03.2019;
095272694;0409080232;17.08.2019;37%
095337997;0641841966;13.06.2019;
095445629;0909980253;27.03.2019;
095574935;0956515444;12.06.2019;
095582792;0046184511;26.03.2019;
095657457;0015975876;27.03.2019;
095868556;0040160950;17.08.2019;
095992010;0806128637;05.06.2019;
096058554;0206381056;18.06.2019;
096203747;0260433687;30.08.2019;29%
096438299;0588606603;03.08.2019;
096635609;0783205176;21.06.2019;
096817316;0956186030;04.03.2019;13%
097003238;0249013457;09.05.2019;
097484433;0709231252;08.06.2019;
097942844;0174547708;26.07.2019;
098693133;0821000240;07.07.2019;
098705308;0701743690;19.07.2019;
099208196;0159604896;25.04.2019;
099218933;0262886601;01.08.2019;
099234417;0087562487;19.03.2019;
099275033;0055338140;30.05.2019;
099536964;0599020232;04.07.2019;
099647661;0487339478;03.05.2019;31%
099849946;0536898736;08.07.2019;
100138774;0268418580;28.04.2019;16%
100163998;0685641706;17.05.2019;
100299936;0381369431;25.05.2019;
100471910;0452744568;14.04.2019;
100652557;0316046361;14.07.2019;
100652927;0351638128;17.04.2019;11%
100837130;0019541730;15.08.2019;
100955905;0669923310;10.05.2019;
101557545;0939085167;18.03.2019;32%
101769416;0712836475;26.08.2019;
101796963;0280533677;03.06.2019;
102151521;0731623974;14.03.2019;
102229902;0450639403;25.04.2019;
102241476;0442651939;14.08.2019;
102387306;0581408965;19.07.2019;23%
102669217;0014577365;05.06.2019;
102867724;0546218341;03.08.2019;
102949733;0799703992;21.03.2019;
102963858;0063142955;17.05.2019;
103124740;0215167017;14.07.2019;
103721818;0745397389;19.08.2019;15%
104018966;0072237897;13.08.2019;
104215172;0702982992;13.03.2019;45%
104230078;0987993986;28.08.2019;
104603644;0239525494;08.05.2019;
104674724;0132579580;04.04.2019;
104849432;0438535775;07.03.2019;
105025214;0446322524;10.08.2019;
105050064;0141172138;16.03.2019;
105132724;0344167884;16.08.2019;
105438691;0549520391;24.06.2019;
106173855;0230496757;12.06.2019;
106458459;0644967038;18.04.2019;
106501452;0649896742;23.07.2019;
106619235;0961467004;19.08.2019;
106716114;0962840255;16.06.2019;
106838105;0348234639;15.03.2019;
106916687;0641694029;06.04.2019;
107009450;0361209182;10.08.2019;
107257219;0890829913;16.05.2019;
107333844;0455090811;15.04.2019;
107393408;0190163283;28.08.2019;
107762177;0262527050;11.07.2019;
108149748;0393739091;23.04.2019;
108151222;0674063722;26.03.2019;17%
108368556;0583749777;27.05.2019;
108548387;0923786865;25.06.2019;
109848942;0702791037;14.08.2019;
109882860;0714614627;22.05.2019;
110182124;0191064995;30.03.2019;
110639821;0481218921;11.08.2019;
110772744;0343720469;15.08.2019;
110791225;0971702036;17.08.2019;
111539428;0972834607;04.03.2019;
111916202;0910164340;07.08.2019;
112283276;0554296017;05.04.2019;
113333502;0682489917;16.03.2019;
113721816;0932620183;03.05.2019;
114066717;0330329173;22.07.2019;
114231623;0987628126;27.03.2019;
114273483;0243982322;20.03.2019;21%
114589743;0958208168;25.04.2019;
114658345;0278765049;21.08.2019;
115149494;0025328207;17.05.2019;
115171925;0796653346;29.05.2019;
115315818;0933557489;23.05.2019;
115545181;0385247319;22.03.2019;
115579705;0679688280;10.03.2019;
115873529;0407464528;28.08.2019;
115991425;0678477036;12.05.2019;
116320310;0186803159;30.04.2019;
116335205;0110062717;21.06.2019;
116482342;0366213906;07.08.2019;
116506997;0620223398;22.08.2019;40%
116699650;0609863753;04.04.2019;14%
116982622;0257489640;30.04.2019;
117085875;0936536942;17.05.2019;
117180487;0617179533;30.05.2019;
117635171;0986184019;23.03.2019;
117766578;0086201738;21.04.2019;
117881718;0064283517;16.07.2019;
117963855;0717116472;20.08.2019;
118214377;0139896880;01.04.2019;
118229415;0707216779;05.03.2019;
118519916;0204579937;26.07.2019;
118557531;0141185299;05.06.2019;
118657274;0949804720;28.08.2019;
119030517;0746596327;28.03.2019;
119176632;0020549333;09.07.2019;
119442583;0286091824;09.08.2019;
120206812;0271626235;20.05.2019;
120295475;0551668801;29.03.2019;
120925689;0309679929;11.07.2019;
121066663;0477322979;26.05.2019;
121324533;0338137405;13.08.2019;26%
121434539;0694380439;16.07.2019;
122217495;0526696794;10.08.2019;47%
122386913;0083809554;04.06.2019;
122389677;0492347758;28.03.2019;
122397087;0755019011;25.07.2019;
122672702;0055851241;21.03.2019;10%
122760301;0127292509;07.05.2019;18%
122849410;0856910016;13.06.2019;
122985787;0931348461;10.07.2019;
123008747;0877298280;08.03.2019;
123120530;0214220769;08.03.2019;
123151166;0549864782;07.04.2019;37%
123568439;0485475925;11.08.2019;
123973144;0005539162;30.08.2019;
124083976;0164005209;10.03.2019;
124187320;0354060410;16.04.2019;28%
124212084;0331803035;05.05.2019;20%
124311077;0649877927;11.08.2019;
124377369;0183887763;01.07.2019;48%
124401332;0825408765;04.05.2019;
124411925;0874876381;04.08.2019;
124468995;0747219800;15.04.2019;
124473181;0622506399;12.07.2019;
124517387;0929513331;16.08.2019;
124573457;0157940364;05.08.2019;
124651715;0181844025;08.05.2019;
125258004;0798219265;02.08.2019;
125277876;0559734261;05.05.2019;
125319006;0993884928;24.08.2019;
125731133;0000554772;04.04.2019;5%
125747690;0653214178;16.08.2019;
125852932;0898681695;29.08.2019;
126185032;0346285144;16.05.2019;
126250403;0441505217;22.05.2019;
126471516;0707950724;08.08.2019;
126478578;0903866673;28.08.2019;
126871352;0126303931;15.04.2019;
127177317;0056836774;19.07.2019;
127323233;0998376328;29.08.2019;
127328602;0218688306;07.05.2019;
127352197;0779035746;04.03.2019;
127468481;0154643558;21.03.2019;
127784072;0092893246;08.06.2019;
127824672;0697691275;18.06.2019;
127846149;0287066535;11.06.2019;
127912800;0349003319;28.03.2019;
128141031;0738791037;24.04.2019;
128532058;0497672607;27.07.2019;
128571237;0740864406;16.03.2019;20%
129620775;0036536809;10.06.2019;
130143689;0661582568;11.05.2019;
130406852;0261812223;22.05.2019;29%
130845111;0953359265;18.05.2019;
130910373;0726105980;04.08.2019;
131067209;0926233057;04.08.2019;
131360146;0266374776;03.04.2019;
131361310;0855489235;19.08.2019;
131541410;0969581595;14.07.2019;
131697322;0301169594;03.03.2019;
131703972;0385852571;10.07.2019;
131821923;0484478819;17.05.2019;
131958075;0528199941;21.05.2019;46%
131997691;0890836808;27.04.2019;
132002753;0225958077;31.05.2019;
132510239;0353366684;13.03.2019;
132605815;0337822477;01.04.2019;
132632184;0520798626;19.04.2019;15%
132733452;0178678257;03.07.2019;
132756990;0755264381;07.03.2019;16%
132831965;0376496879;02.08.2019;
132963777;0036578865;18.05.2019;
133013611;0404623284;26.06.2019;
133233310;0033130559;20.06.2019;
133366330;0353483110;31.03.2019;45%
133402816;0651559904;29.06.2019;
133430241;0340208638;02.06.2019;
133534440;0878896322;05.06.2019;
133716232;0790601981;25.08.2019;
133747412;0304902050;30.06.2019;
133784002;0907285987;12.08.2019;
133893853;0192301982;15.05.2019;
134113263;0055980809;22.08.2019;
134393113;0739830271;22.06.2019;
134529505;0296337410;29.03.2019;
134793598;0299517681;05.08.2019;
134985931;0146300711;23.03.2019;
135063921;0231638667;17.03.2019;8%
135144838;0484417270;23.05.2019;
135209362;0135890148;01.06.2019;
135279743;0264670916;26.05.2019;
135389815;0461746257;09.07.2019;
135405088;0341951087;29.08.2019;
135869295;0769221718;25.05.2019;
135933231;0078726833;01.06.2019;40%
136172836;0582462642;19.03.2019;
136213434;0528228608;20.04.2019;
136283434;0361551765;18.03.2019;
136585902;0645075119;23.03.2019;
136640427;0589733255;18.03.2019;25%
136744926;0579331424;03.06.2019;
137020892;0045180401;05.06.2019;
137087906;0177331817;10.08.2019;
137178747;0937747685;20.06.2019;
137334898;0492614859;04.04.2019;
137476515;0200377269;10.05.2019;30%
137806540;0277439738;17.03.2019;
138164058;0378487237;15.08.2019;
138446692;0021416500;26.04.2019;
138681936;0638141718;16.05.2019;
138829038;0965281757;01.08.2019;
138837888;0424967545;25.06.2019;
138971790;0464167862;19.06.2019;27%
139060089;0281727043;30.08.2019;
139486900;0871710273;22.06.2019;
139680951;0865973292;13.03.2019;
139706362;0333335524;17.08.2019;
139782967;0372286730;25.06.2019;
140406990;0439562091;12.03.2019;
140674758;0588554317;05.08.2019;
140923484;0048999145;14.03.2019;
141337119;0051921311;07.05.2019;
141352293;0443521281;22.08.2019;21%
141354669;0404523373;05.07.2019;
141440380;0427512783;18.05.2019;
141557465;0978917317;24.05.2019;
141710310;0014231389;03.06.2019;
141749012;0896946859;14.04.2019;
141871405;0200863767;22.06.2019;
142363492;0087690172;26.04.2019;40%
142607948;0742643157;16.03.2019;
142729268;0078748131;01.08.2019;32%
142789891;0386858355;01.06.2019;
143114063;0308420995;06.05.2019;
143338099;0750646654;27.03.2019;23%
144183642;0990451153;31.03.2019;
144226651;0053396838;31.05.2019;
144361480;0803737119;16.06.2019;6%
144584105;0741198918;02.07.2019;
145384719;0475641032;19.07.2019;19%
145483675;0288682400;25.03.2019;
145853928;0969665107;21.03.2019;
146248746;0225631123;23.03.2019;
146429369;0484258279;21.04.2019;
146577405;0092309752;29.03.2019;
146669627;0233704395;23.08.2019;
146702650;0533454142;02.08.2019;
146789735;0546153988;15.06.2019;25%
146921455;0287038706;04.06.2019;
147044043;0484387748;29.04.2019;
147143140;0073810051;18.04.2019;
147159374;0667917251;27.04.2019;33%
147597786;0396905224;30.05.2019;
147749483;0808359573;19.05.2019;40%
148194614;0513053683;10.07.2019;30%
148398387;0564014951;18.04.2019;
148741523;0900158298;12.08.2019;
148865226;0827494196;01.06.2019;15%
148917733;0039734687;29.04.2019;
149199183;0829803656;21.08.2019;
149207048;0950533509;06.07.2019;
149348383;0936853597;14.06.2019;
149641622;0159253709;30.04.2019;12%
149832468;0007064862;21.03.2019;
149956824;0025646670;22.04.2019;
149972011;0887821406;20.08.2019;
150142127;0961430277;28.06.2019;
150374162;0779154626;21.07.2019;
150523535;0521003586;23.05.2019;
150561694;0717119815;13.06.2019;
150565610;0272740525;20.03.2019;
151104453;0260766875;05.08.2019;24%
151493338;0489557921;05.03.2019;
152329298;0242422108;26.06.2019;11%
152428796;0293212744;25.04.2019;
152512222;0150544480;01.08.2019;
152753146;0740090459;09.03.2019;29%
153248835;0344670904;25.05.2019;33%
154091266;0996914429;26.03.2019;
154091366;0723755074;18.08.2019;
154091366;0723755074;18.08.2019;
154199754;0453928062;27.06.2019;
154524280;0310574067;03.03.2019;
154794159;0339961789;22.04.2019;
155103233;0520634723;29.03.2019;
155314320;0291999595;19.06.2019;
155383194;0505035681;01.04.2019;17%
155464585;0800700020;10.07.2019;
155816346;0010313668;19.05.2019;8%
155865035;0202678450;14.04.2019;
156105954;0196337267;11.06.2019;40%
156302682;0511529828;23.05.2019;
156440857;0374875816;29.04.2019;
156488594;0534076992;26.08.2019;
156518737;0187539363;05.03.2019;
156819555;0605307164;11.03.2019;
157087695;0370568364;29.08.2019;
157447480;0554463522;25.06.2019;48%
157562617;0788642999;25.05.2019;12%
157574740;0537624778;04.07.2019;
157584852;0161336235;24.05.2019;
158256453;0329976638;20.07.2019;
158331833;0843847896;12.05.2019;17%
158646618;0907345546;08.08.2019;
158679637;0523799832;29.06.2019;
158904182;0942702502;22.06.2019;
158968525;0456648484;26.04.2019;
159125054;0503648769;14.07.2019;
159217761;0613528522;13.08.2019;
159236768;0985015626;12.05.2019;7%
159316094;0313905501;10.05.2019;
159437040;0154491267;14.08.2019;
159456705;0526284187;24.06.2019;5%
159595623;0964043860;15.03.2019;
159694861;0933654441;18.08.2019;
159827678;0185060636;29.06.2019;
